Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
255000000;0.0000000000000000e+00;7.0671743571878451e-07;7.6399602498896523e-16;3.2576591559641378e-08;6.1367890395472542e-07;1.2462923894666874e-15;7.4053946838447436e-07
257000000;0.0000000000000000e+00;7.9423815775731128e-07;8.0991767277182192e-16;1.9767962834497015e-08;6.5399095550497957e-07;1.5614517143214446e-15;7.1560496266694800e-07
259000000;0.0000000000000000e+00;5.3615903439552214e-07;9.5135975909662783e-16;2.2464702350870283e-08;5.5064901319789050e-07;8.5740875014160575e-16;6.4485979491970087e-07
261000000;0.0000000000000000e+00;7.6280560201299594e-07;1.6402048158673297e-15;2.2421448038211681e-08;2.7494536546185957e-07;1.3305129297108468e-15;6.7077089866818744e-07
263000000;0.0000000000000000e+00;5.1465886847241082e-07;6.9559552962678992e-16;1.4821573943565183e-08;6.7093666856870304e-07;1.0280943859771830e-15;7.5302311108734923e-07
265000000;0.0000000000000000e+00;6.4268734259905393e-07;5.9806973036950425e-16;2.2290911217324586e-08;2.9347782049707312e-07;4.6573610213285641e-16;7.6588180454753121e-07
267000000;0.0000000000000000e+00;5.3564428052868780e-07;1.4291295686813619e-15;2.0029097900407115e-08;3.8668552984860690e-07;1.4081951326410582e-15;6.9502417635213187e-07
269000000;0.0000000000000000e+00;5.8308288786936491e-07;6.9965003364640258e-16;1.0462765567544772e-08;4.4792643488872803e-07;7.4136651022395011e-16;6.3419056116850171e-07
271000000;0.0000000000000000e+00;8.1982738762126892e-07;1.0897462466228268e-15;2.8121616120501394e-08;5.1557977842928191e-07;9.4288975480268170e-16;7.2739650229093309e-07
273000000;0.0000000000000000e+00;5.5576422463480298e-07;4.5280192303718019e-16;1.6137667808755282e-08;5.1874986011113541e-07;7.5616184833839477e-16;7.5621488087457405e-07
275000000;0.0000000000000000e+00;4.8425493781152276e-07;1.0847066534723117e-15;1.8475335342732929e-08;3.2507381386293176e-07;8.4112070793586243e-16;5.7506573098343066e-07
277000000;0.0000000000000000e+00;4.9132012726786000e-07;9.4742781711001310e-16;2.0235013959411253e-08;5.9035852092486297e-07;7.3400067375767579e-16;7.9144580301043034e-07
279000000;0.0000000000000000e+00;5.9953369991617381e-07;8.1775245611686234e-16;1.9937141608000452e-08;4.5978433738456642e-07;1.4667328472565105e-15;5.6446581532453097e-07
281000000;0.0000000000000000e+00;5.0327366538079911e-07;5.2125896958148641e-16;2.0204227047182048e-08;5.6060946728314703e-07;1.4244398086558007e-15;6.6343280454675719e-07
283000000;0.0000000000000000e+00;5.4244095577338026e-07;5.6854186418511637e-16;2.4751128375286830e-08;7.2565238286050538e-07;1.9106760281397244e-15;6.3112210952167322e-07
285000000;0.0000000000000000e+00;4.4543828987445996e-07;9.9376163949073142e-16;2.0105869629056797e-08;6.4322019514873319e-07;8.1865578664706145e-16;6.7887072757462967e-07
287000000;0.0000000000000000e+00;3.4178036124803673e-07;5.4044303262297031e-16;2.8219967388394428e-08;3.6252082093823537e-07;1.2366359648770440e-15;6.6225120454565737e-07
289000000;0.0000000000000000e+00;4.6917151866242361e-07;8.1084956412157048e-16;1.4731428307609357e-08;6.0812949724321948e-07;7.7387806102469986e-16;7.5266492282021719e-07
291000000;0.0000000000000000e+00;5.4919932372360219e-07;7.1781920585478201e-16;2.6471637619618941e-08;7.3113566967819194e-07;1.1047548509417622e-15;6.3396567482899176e-07
293000000;0.0000000000000000e+00;3.1927952320479605e-07;1.0451519825033476e-15;2.5182240586574926e-08;6.1566040311899767e-07;9.9555112564343121e-16;6.2447876622578199e-07
295000000;0.0000000000000000e+00;7.2674669114588981e-07;1.0097899061824175e-15;2.5776813349612164e-08;6.9913141468257285e-07;1.5963240047602103e-15;7.3908928212206160e-07
297000000;0.0000000000000000e+00;4.6952219436414540e-07;5.4442533549136007e-16;2.2930078863287118e-08;3.8263242619910604e-07;6.2535727640372914e-16;6.9554846028555871e-07
299000000;0.0000000000000000e+00;4.3244185207736092e-07;7.8669509908211048e-16;2.5883799786354969e-08;4.1568994320366477e-07;7.6112200565661327e-16;7.2242302317920490e-07
301000000;0.0000000000000000e+00;3.2553651078934427e-07;6.0223612343974269e-16;2.3491707877617691e-08;3.6775751552887280e-07;1.9202686590661936e-15;6.7992876410424169e-07
