Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
2;189000000;1.1642940917744784e+03;1.1642911376953125e+03;1.1642940917744845e+03;1.1642941894531250e+03;1.1642940673828125e+03;1.1640000000000000e+03;1.1642894287109375e+03;1.1642940917744879e+03;1.1642951660156250e+03
3;189000000;-1.9024420868327186e+02;-1.9024795532226562e+02;-1.9024420868327306e+02;-1.9024421691894531e+02;-1.9024420547485352e+02;-1.8900000000000000e+02;-1.9023933410644531e+02;-1.9024420868326217e+02;-1.9024322509765625e+02
4;189000000;6.6501880270703543e+02;6.6501647949218750e+02;6.6501880270703111e+02;6.6501879882812500e+02;6.6501879882812500e+02;6.6500000000000000e+02;6.6501727294921875e+02;6.6501880270703305e+02;6.6501806640625000e+02
5;189000000;3.6366402229175719e+02;3.6366522216796875e+02;3.6366402229175679e+02;3.6366406250000000e+02;3.6366401672363281e+02;3.6450000000000000e+02;3.6366690063476562e+02;3.6366402229175424e+02;3.6366479492187500e+02
6;189000000;-1.1244737829541932e+03;-1.1244752197265625e+03;-1.1244737829541930e+03;-1.1244737548828125e+03;-1.1244737548828125e+03;-1.1220000000000000e+03;-1.1244737548828125e+03;-1.1244737829541893e+03;-1.1244746093750000e+03
7;189000000;-2.7121556623029387e+03;-2.7121545410156250e+03;-2.7121556623029378e+03;-2.7121555175781250e+03;-2.7121556396484375e+03;-2.7080000000000000e+03;-2.7121586914062500e+03;-2.7121556623029364e+03;-2.7121542968750000e+03
8;189000000;-5.2856569736977763e+03;-5.2856572265625000e+03;-5.2856569736977708e+03;-5.2856567382812500e+03;-5.2856567382812500e+03;-5.2800000000000000e+03;-5.2856606445312500e+03;-5.2856569736977672e+03;-5.2856552734375000e+03
9;189000000;-4.6664145499203751e+03;-4.6664199218750000e+03;-4.6664145499203714e+03;-4.6664145507812500e+03;-4.6664143066406250e+03;-4.6560000000000000e+03;-4.6664208984375000e+03;-4.6664145499203860e+03;-4.6664150390625000e+03
0;191000000;2.2952290687677043e+02;2.2951959228515625e+02;2.2952290687676594e+02;2.2952299499511719e+02;2.2952290916442871e+02;2.3087500000000000e+02;2.2951844787597656e+02;2.2952290687678055e+02;2.2952734375000000e+02
1;191000000;7.2782277168998530e+02;7.2782073974609375e+02;7.2782277168998030e+02;7.2782287597656250e+02;7.2782276916503906e+02;7.2900000000000000e+02;7.2781597900390625e+02;7.2782277168997507e+02;7.2782421875000000e+02
2;191000000;6.9060572794546272e+02;6.9060784912109375e+02;6.9060572794545737e+02;6.9060577392578125e+02;6.9060571289062500e+02;6.9100000000000000e+02;6.9061004638671875e+02;6.9060572794547249e+02;6.9060705566406250e+02
3;191000000;1.7077433370700260e+02;1.7077433776855469e+02;1.7077433370699856e+02;1.7077432250976562e+02;1.7077433204650879e+02;1.7175000000000000e+02;1.7077584838867188e+02;1.7077433370699976e+02;1.7077655029296875e+02
4;191000000;9.0431969934319204e+02;9.0432098388671875e+02;9.0431969934319329e+02;9.0431970214843750e+02;9.0431968688964844e+02;9.0500000000000000e+02;9.0431976318359375e+02;9.0431969934319977e+02;9.0431860351562500e+02
5;191000000;-1.0858860315582002e+02;-1.0858283996582031e+02;-1.0858860315580827e+02;-1.0858858489990234e+02;-1.0858859920501709e+02;-1.0750000000000000e+02;-1.0858206176757812e+02;-1.0858860315580694e+02;-1.0858831787109375e+02
6;191000000;-3.8764418863820151e+02;-3.8764257812500000e+02;-3.8764418863819941e+02;-3.8764413452148438e+02;-3.8764418029785156e+02;-3.8600000000000000e+02;-3.8764569091796875e+02;-3.8764418863819265e+02;-3.8764538574218750e+02
7;191000000;-2.0495123538182534e+03;-2.0495173339843750e+03;-2.0495123538182497e+03;-2.0495122070312500e+03;-2.0495123291015625e+03;-2.0460000000000000e+03;-2.0495139160156250e+03;-2.0495123538182515e+03;-2.0495107421875000e+03
8;191000000;-4.5905239325787607e+03;-4.5905258789062500e+03;-4.5905239325787625e+03;-4.5905239257812500e+03;-4.5905236816406250e+03;-4.5760000000000000e+03;-4.5905200195312500e+03;-4.5905239325787679e+03;-4.5905224609375000e+03
9;191000000;-5.0786770273262800e+03;-5.0786772460937500e+03;-5.0786770273262773e+03;-5.0786772460937500e+03;-5.0786770019531250e+03;-5.0720000000000000e+03;-5.0786767578125000e+03;-5.0786770273262982e+03;-5.0786772460937500e+03
0;193000000;8.1865484427792666e+01;8.1861953735351562e+01;8.1865484427791216e+01;8.1865600585937500e+01;8.1865487098693848e+01;8.3187500000000000e+01;8.1862884521484375e+01;8.1865484427799174e+01;8.1870117187500000e+01
1;193000000;2.7765455315576048e+01;2.7760368347167969e+01;2.7765455315574840e+01;2.7765556335449219e+01;2.7765458345413208e+01;2.9078125000000000e+01;2.7762191772460938e+01;2.7765455315586451e+01;2.7767700195312500e+01
2;193000000;1.2081572323683471e+02;1.2081581115722656e+02;1.2081572323683471e+02;1.2081576538085938e+02;1.2081572437286377e+02;1.2212500000000000e+02;1.2081665802001953e+02;1.2081572323684259e+02;1.2081723022460938e+02
3;193000000;-9.1431254289540732e+01;-9.1433097839355469e+01;-9.1431254289530443e+01;-9.1431266784667969e+01;-9.1431253433227539e+01;-9.0250000000000000e+01;-9.1433341979980469e+01;-9.1431254289532490e+01;-9.1429443359375000e+01
4;193000000;2.5766013516589641e+02;2.5765924072265625e+02;2.5766013516589447e+02;2.5766012573242188e+02;2.5766013336181641e+02;2.5850000000000000e+02;2.5765753173828125e+02;2.5766013516590033e+02;2.5765881347656250e+02
5;193000000;1.6011828253799018e+02;1.6012307739257812e+02;1.6011828253798768e+02;1.6011828613281250e+02;1.6011828231811523e+02;1.6100000000000000e+02;1.6012026977539062e+02;1.6011828253799479e+02;1.6011810302734375e+02
6;193000000;-1.5431787589401171e+02;-1.5431671142578125e+02;-1.5431787589401051e+02;-1.5431785583496094e+02;-1.5431787300109863e+02;-1.5325000000000000e+02;-1.5431668090820312e+02;-1.5431787589400290e+02;-1.5431781005859375e+02
7;193000000;-1.3197438962312117e+03;-1.3197459716796875e+03;-1.3197438962312144e+03;-1.3197438964843750e+03;-1.3197438659667969e+03;-1.3180000000000000e+03;-1.3197471923828125e+03;-1.3197438962312096e+03;-1.3197424316406250e+03
8;193000000;-4.5477157103306927e+03;-4.5477202148437500e+03;-4.5477157103306808e+03;-4.5477158203125000e+03;-4.5477155761718750e+03;-4.5440000000000000e+03;-4.5477202148437500e+03;-4.5477157103306881e+03;-4.5477128906250000e+03
9;193000000;-4.9656252836881049e+03;-4.9656386718750000e+03;-4.9656252836881076e+03;-4.9656254882812500e+03;-4.9656252441406250e+03;-4.9600000000000000e+03;-4.9656401367187500e+03;-4.9656252836881031e+03;-4.9656240234375000e+03
0;195000000;4.2676613438997254e+02;4.2676757812500000e+02;4.2676613438996679e+02;4.2676626586914062e+02;4.2676612854003906e+02;4.2800000000000000e+02;4.2676708984375000e+02;4.2676613438997651e+02;4.2677038574218750e+02
1;195000000;-6.9478353192583484e+01;-6.9480133056640625e+01;-6.9478353192575071e+01;-6.9478271484375000e+01;-6.9478348731994629e+01;-6.8000000000000000e+01;-6.9476715087890625e+01;-6.9478353192567738e+01;-6.9476440429687500e+01
2;195000000;6.4640233444436160e+02;6.4640374755859375e+02;6.4640233444436274e+02;6.4640240478515625e+02;6.4640232849121094e+02;6.4700000000000000e+02;6.4640118408203125e+02;6.4640233444436581e+02;6.4640289306640625e+02
3;195000000;-5.6307411116399567e+02;-5.6307177734375000e+02;-5.6307411116399464e+02;-5.6307415771484375e+02;-5.6307409667968750e+02;-5.6100000000000000e+02;-5.6307043457031250e+02;-5.6307411116399237e+02;-5.6307196044921875e+02
4;195000000;6.7840547740064403e+02;6.7840502929687500e+02;6.7840547740064608e+02;6.7840545654296875e+02;6.7840547180175781e+02;6.7900000000000000e+02;6.7840539550781250e+02;6.7840547740064721e+02;6.7840454101562500e+02
5;195000000;3.6653327889263267e+02;3.6653634643554688e+02;3.6653327889262926e+02;3.6653332519531250e+02;3.6653327941894531e+02;3.6700000000000000e+02;3.6653427124023438e+02;3.6653327889263551e+02;3.6653405761718750e+02
6;195000000;-3.5497124800115785e+02;-3.5497113037109375e+02;-3.5497124800115711e+02;-3.5497122192382812e+02;-3.5497124481201172e+02;-3.5350000000000000e+02;-3.5497412109375000e+02;-3.5497124800115409e+02;-3.5497274780273438e+02
7;195000000;-1.0442416060147875e+03;-1.0442426757812500e+03;-1.0442416060147893e+03;-1.0442415771484375e+03;-1.0442415771484375e+03;-1.0420000000000000e+03;-1.0442445068359375e+03;-1.0442416060147862e+03;-1.0442413330078125e+03
8;195000000;-3.9272917786121388e+03;-3.9272958984375000e+03;-3.9272917786121338e+03;-3.9272917480468750e+03;-3.9272917480468750e+03;-3.9240000000000000e+03;-3.9272995605468750e+03;-3.9272917786121179e+03;-3.9272900390625000e+03
9;195000000;-4.6501787465785119e+03;-4.6501918945312500e+03;-4.6501787465785092e+03;-4.6501787109375000e+03;-4.6501787109375000e+03;-4.6400000000000000e+03;-4.6501943359375000e+03;-4.6501787465785055e+03;-4.6501782226562500e+03
0;197000000;-1.0492113138911967e+02;-1.0492224121093750e+02;-1.0492113138911913e+02;-1.0492101287841797e+02;-1.0492112827301025e+02;-1.0350000000000000e+02;-1.0492211151123047e+02;-1.0492113138911373e+02;-1.0491760253906250e+02
1;197000000;1.1549619571480943e+02;1.1549725341796875e+02;1.1549619571481017e+02;1.1549629974365234e+02;1.1549619865417480e+02;1.1675000000000000e+02;1.1549356079101562e+02;1.1549619571480639e+02;1.1549645996093750e+02
2;197000000;4.6037719998929191e+01;4.6042755126953125e+01;4.6037719998929859e+01;4.6037788391113281e+01;4.6037724018096924e+01;4.7437500000000000e+01;4.6037101745605469e+01;4.6037719998935927e+01;4.6038879394531250e+01
3;197000000;-8.1160992403071771e+02;-8.1160864257812500e+02;-8.1160992403071680e+02;-8.1160992431640625e+02;-8.1160990905761719e+02;-8.1000000000000000e+02;-8.1161016845703125e+02;-8.1160992403070884e+02;-8.1160675048828125e+02
4;197000000;8.7862551254827963e+01;8.7864936828613281e+01;8.7862551254833264e+01;8.7862541198730469e+01;8.7862550735473633e+01;8.9000000000000000e+01;8.7864151000976562e+01;8.7862551254833988e+01;8.7861572265625000e+01
5;197000000;-5.5639090677635465e+01;-5.5638107299804688e+01;-5.5639090677629127e+01;-5.5639057159423828e+01;-5.5639087677001953e+01;-5.4468750000000000e+01;-5.5635307312011719e+01;-5.5639090677628928e+01;-5.5638305664062500e+01
6;197000000;-1.4002018374312073e+02;-1.4001904296875000e+02;-1.4002018374312394e+02;-1.4002017211914062e+02;-1.4002018356323242e+02;-1.3900000000000000e+02;-1.4002076721191406e+02;-1.4002018374312149e+02;-1.4002084350585938e+02
7;197000000;-8.8584129504615748e+02;-8.8584094238281250e+02;-8.8584129504616021e+02;-8.8584124755859375e+02;-8.8584127807617188e+02;-8.8400000000000000e+02;-8.8584271240234375e+02;-8.8584129504615862e+02;-8.8584051513671875e+02
8;197000000;-3.2272426514230228e+03;-3.2272426757812500e+03;-3.2272426514230319e+03;-3.2272426757812500e+03;-3.2272426147460938e+03;-3.2240000000000000e+03;-3.2272426757812500e+03;-3.2272426514230237e+03;-3.2272416992187500e+03
9;197000000;-4.4708001858258467e+03;-4.4708027343750000e+03;-4.4708001858258431e+03;-4.4708002929687500e+03;-4.4708000488281250e+03;-4.4640000000000000e+03;-4.4708032226562500e+03;-4.4708001858258513e+03;-4.4707983398437500e+03
0;199000000;-2.4464292105111085e+02;-2.4464419555664062e+02;-2.4464292105111130e+02;-2.4464280700683594e+02;-2.4464291763305664e+02;-2.4325000000000000e+02;-2.4464251708984375e+02;-2.4464292105110394e+02;-2.4463891601562500e+02
1;199000000;3.5750376281555248e+02;3.5750259399414062e+02;3.5750376281555896e+02;3.5750387573242188e+02;3.5750376129150391e+02;3.5850000000000000e+02;3.5750476074218750e+02;3.5750376281555646e+02;3.5750524902343750e+02
2;199000000;8.5553105331634697e+01;8.5555557250976562e+01;8.5553105331636175e+01;8.5553161621093750e+01;8.5553110122680664e+01;8.6937500000000000e+01;8.5554351806640625e+01;8.5553105331642769e+01;8.5553863525390625e+01
3;199000000;-7.6124613814644363e+02;-7.6124243164062500e+02;-7.6124613814644283e+02;-7.6124615478515625e+02;-7.6124612426757812e+02;-7.5900000000000000e+02;-7.6124316406250000e+02;-7.6124613814643760e+02;-7.6124444580078125e+02
4;199000000;-1.9870399929912728e+02;-1.9870227050781250e+02;-1.9870399929912512e+02;-1.9870404052734375e+02;-1.9870399665832520e+02;-1.9737500000000000e+02;-1.9870498657226562e+02;-1.9870399929913287e+02;-1.9870336914062500e+02
5;199000000;-3.0572498722708417e+02;-3.0572879028320312e+02;-3.0572498722708383e+02;-3.0572497558593750e+02;-3.0572498321533203e+02;-3.0400000000000000e+02;-3.0573123168945312e+02;-3.0572498722708451e+02;-3.0572265625000000e+02
6;199000000;-9.5133208720249996e+01;-9.5136215209960938e+01;-9.5133208720254729e+01;-9.5133178710937500e+01;-9.5133207321166992e+01;-9.4062500000000000e+01;-9.5138473510742188e+01;-9.5133208720246529e+01;-9.5134704589843750e+01
7;199000000;-8.2030709586020930e+02;-8.2030480957031250e+02;-8.2030709586020930e+02;-8.2030706787109375e+02;-8.2030708312988281e+02;-8.1900000000000000e+02;-8.2030767822265625e+02;-8.2030709586020453e+02;-8.2030664062500000e+02
8;199000000;-2.9424380545094918e+03;-2.9424372558593750e+03;-2.9424380545094964e+03;-2.9424379882812500e+03;-2.9424379882812500e+03;-2.9400000000000000e+03;-2.9424377441406250e+03;-2.9424380545094991e+03;-2.9424379882812500e+03
9;199000000;-3.6922721142637974e+03;-3.6922829589843750e+03;-3.6922721142638029e+03;-3.6922719726562500e+03;-3.6922720336914062e+03;-3.6880000000000000e+03;-3.6922834472656250e+03;-3.6922721142638038e+03;-3.6922705078125000e+03
0;201000000;-6.5470847494356377e+01;-6.5473678588867188e+01;-6.5470847494360953e+01;-6.5470710754394531e+01;-6.5470846176147461e+01;-6.4062500000000000e+01;-6.5474365234375000e+01;-6.5470847494352029e+01;-6.5466552734375000e+01
1;201000000;3.5410820038971380e+01;3.5404750823974609e+01;3.5410820038971281e+01;3.5410923004150391e+01;3.5410821914672852e+01;3.6750000000000000e+01;3.5406135559082031e+01;3.5410820038975544e+01;3.5411621093750000e+01
2;201000000;5.4311028441297742e+02;5.4311657714843750e+02;5.4311028441297992e+02;5.4311035156250000e+02;5.4311027526855469e+02;5.4400000000000000e+02;5.4311535644531250e+02;5.4311028441298549e+02;5.4311096191406250e+02
3;201000000;-1.0976409046396845e+03;-1.0976412353515625e+03;-1.0976409046396857e+03;-1.0976408691406250e+03;-1.0976408691406250e+03;-1.0940000000000000e+03;-1.0976406250000000e+03;-1.0976409046396830e+03;-1.0976378173828125e+03
4;201000000;-3.0619085841141549e+02;-3.0619140625000000e+02;-3.0619085841142510e+02;-3.0619088745117188e+02;-3.0619084930419922e+02;-3.0450000000000000e+02;-3.0618936157226562e+02;-3.0619085841141850e+02;-3.0619152832031250e+02
5;201000000;-4.9745464765004448e+02;-4.9745275878906250e+02;-4.9745464765003243e+02;-4.9745462036132812e+02;-4.9745463562011719e+02;-4.9600000000000000e+02;-4.9745581054687500e+02;-4.9745464765003840e+02;-4.9745349121093750e+02
6;201000000;-4.3901087963387823e+02;-4.3900595092773438e+02;-4.3901087963388750e+02;-4.3901086425781250e+02;-4.3901087188720703e+02;-4.3750000000000000e+02;-4.3900866699218750e+02;-4.3901087963388204e+02;-4.3901113891601562e+02
7;201000000;-7.4099928693199092e+02;-7.4100000000000000e+02;-7.4099928693198831e+02;-7.4099926757812500e+02;-7.4099926757812500e+02;-7.3900000000000000e+02;-7.4099761962890625e+02;-7.4099928693198910e+02;-7.4099890136718750e+02
8;201000000;-2.8275337820646287e+03;-2.8275300292968750e+03;-2.8275337820646241e+03;-2.8275336914062500e+03;-2.8275337524414062e+03;-2.8240000000000000e+03;-2.8275322265625000e+03;-2.8275337820646196e+03;-2.8275324707031250e+03
9;201000000;-3.1430817107902230e+03;-3.1430859375000000e+03;-3.1430817107902226e+03;-3.1430815429687500e+03;-3.1430816650390625e+03;-3.1400000000000000e+03;-3.1430905761718750e+03;-3.1430817107902444e+03;-3.1430795898437500e+03
0;203000000;9.5749895505313532e+02;9.5749511718750000e+02;9.5749895505313748e+02;9.5749908447265625e+02;9.5749894714355469e+02;9.5800000000000000e+02;9.5749865722656250e+02;9.5749895505314885e+02;9.5750158691406250e+02
1;203000000;-5.2257475774875388e+02;-5.2257824707031250e+02;-5.2257475774875650e+02;-5.2257464599609375e+02;-5.2257475280761719e+02;-5.2100000000000000e+02;-5.2257946777343750e+02;-5.2257475774875161e+02;-5.2257360839843750e+02
2;203000000;4.0826546596850562e+02;4.0826766967773438e+02;4.0826546596849727e+02;4.0826553344726562e+02;4.0826546478271484e+02;4.0950000000000000e+02;4.0826547241210938e+02;4.0826546596849960e+02;4.0826635742187500e+02
3;203000000;-1.1689657491342841e+03;-1.1689691162109375e+03;-1.1689657491342925e+03;-1.1689656982421875e+03;-1.1689657287597656e+03;-1.1660000000000000e+03;-1.1689680175781250e+03;-1.1689657491342791e+03;-1.1689628906250000e+03
4;203000000;-4.9911671904983376e+02;-4.9912017822265625e+02;-4.9911671904983496e+02;-4.9911672973632812e+02;-4.9911670684814453e+02;-4.9750000000000000e+02;-4.9911788940429688e+02;-4.9911671904983268e+02;-4.9911767578125000e+02
5;203000000;-1.0028452381568682e+03;-1.0028453979492188e+03;-1.0028452381568600e+03;-1.0028452148437500e+03;-1.0028452148437500e+03;-1.0010000000000000e+03;-1.0028436889648438e+03;-1.0028452381568623e+03;-1.0028435058593750e+03
6;203000000;-2.0987528909303455e+02;-2.0987149047851562e+02;-2.0987528909304450e+02;-2.0987528991699219e+02;-2.0987528800964355e+02;-2.0862500000000000e+02;-2.0987338256835938e+02;-2.0987528909304109e+02;-2.0987564086914062e+02
7;203000000;-5.6006450117286556e+02;-5.6006140136718750e+02;-5.6006450117286261e+02;-5.6006445312500000e+02;-5.6006448364257812e+02;-5.5800000000000000e+02;-5.6006243896484375e+02;-5.6006450117286442e+02;-5.6006488037109375e+02
8;203000000;-2.7693234028738093e+03;-2.7693159179687500e+03;-2.7693234028738057e+03;-2.7693232421875000e+03;-2.7693233642578125e+03;-2.7640000000000000e+03;-2.7693159179687500e+03;-2.7693234028737925e+03;-2.7693227539062500e+03
9;203000000;-2.6402109658519894e+03;-2.6402136230468750e+03;-2.6402109658519839e+03;-2.6402109375000000e+03;-2.6402109375000000e+03;-2.6360000000000000e+03;-2.6402133789062500e+03;-2.6402109658519798e+03;-2.6402080078125000e+03
0;205000000;2.4930971688134464e+03;2.4930979003906250e+03;2.4930971688134437e+03;2.4930971679687500e+03;2.4930971069335938e+03;2.4920000000000000e+03;2.4930932617187500e+03;2.4930971688134496e+03;2.4931013183593750e+03
1;205000000;5.7906042834960374e+01;5.7902648925781250e+01;5.7906042834965525e+01;5.7906166076660156e+01;5.7906043052673340e+01;5.9156250000000000e+01;5.7909904479980469e+01;5.7906042834966001e+01;5.7907104492187500e+01
2;205000000;-1.5525620710290980e+01;-1.5518985748291016e+01;-1.5525620710287058e+01;-1.5525555610656738e+01;-1.5525618314743042e+01;-1.4105468750000000e+01;-1.5520446777343750e+01;-1.5525620710279668e+01;-1.5524658203125000e+01
3;205000000;-4.1319721588140726e+02;-4.1319897460937500e+02;-4.1319721588141658e+02;-4.1319720458984375e+02;-4.1319720458984375e+02;-4.1150000000000000e+02;-4.1320297241210938e+02;-4.1319721588140476e+02;-4.1319409179687500e+02
4;205000000;-6.0663474043261920e+02;-6.0663616943359375e+02;-6.0663474043262340e+02;-6.0663476562500000e+02;-6.0663471984863281e+02;-6.0500000000000000e+02;-6.0663580322265625e+02;-6.0663474043261908e+02;-6.0663415527343750e+02
5;205000000;-6.9244545707012696e+02;-6.9244482421875000e+02;-6.9244545707013344e+02;-6.9244543457031250e+02;-6.9244543457031250e+02;-6.9000000000000000e+02;-6.9244525146484375e+02;-6.9244545707012458e+02;-6.9244262695312500e+02
6;205000000;-1.0991725661799749e+03;-1.0991716308593750e+03;-1.0991725661799792e+03;-1.0991724853515625e+03;-1.0991725463867188e+03;-1.0960000000000000e+03;-1.0991672363281250e+03;-1.0991725661799796e+03;-1.0991737060546875e+03
7;205000000;-8.1793193183411802e+02;-8.1793420410156250e+02;-8.1793193183411677e+02;-8.1793188476562500e+02;-8.1793191528320312e+02;-8.1600000000000000e+02;-8.1793365478515625e+02;-8.1793193183412211e+02;-8.1793096923828125e+02
8;205000000;-2.7785691475381295e+03;-2.7785683593750000e+03;-2.7785691475381282e+03;-2.7785690917968750e+03;-2.7785690917968750e+03;-2.7760000000000000e+03;-2.7785686035156250e+03;-2.7785691475381291e+03;-2.7785681152343750e+03
9;205000000;-2.4638287431818721e+03;-2.4638232421875000e+03;-2.4638287431818640e+03;-2.4638286132812500e+03;-2.4638286743164062e+03;-2.4600000000000000e+03;-2.4638237304687500e+03;-2.4638287431818671e+03;-2.4638271484375000e+03
0;207000000;2.9111696002687941e+03;2.9111708984375000e+03;2.9111696002687931e+03;2.9111696777343750e+03;2.9111695556640625e+03;2.9080000000000000e+03;2.9111674804687500e+03;2.9111696002687881e+03;2.9111745605468750e+03
1;207000000;6.7051966143386801e+02;6.7052203369140625e+02;6.7051966143387131e+02;6.7051977539062500e+02;6.7051965332031250e+02;6.7100000000000000e+02;6.7051861572265625e+02;6.7051966143388267e+02;6.7051892089843750e+02
2;207000000;-4.9671914603839821e+02;-4.9671936035156250e+02;-4.9671914603840423e+02;-4.9671905517578125e+02;-4.9671913909912109e+02;-4.9500000000000000e+02;-4.9672128295898438e+02;-4.9671914603839355e+02;-4.9671716308593750e+02
3;207000000;-6.4626343564348235e+02;-6.4626159667968750e+02;-6.4626343564347599e+02;-6.4626342773437500e+02;-6.4626342773437500e+02;-6.4400000000000000e+02;-6.4626464843750000e+02;-6.4626343564347576e+02;-6.4626019287109375e+02
4;207000000;-4.4016282161295385e+02;-4.4016333007812500e+02;-4.4016282161296363e+02;-4.4016281127929688e+02;-4.4016281127929688e+02;-4.3850000000000000e+02;-4.4016708374023438e+02;-4.4016282161295771e+02;-4.4016235351562500e+02
5;207000000;-8.3953026555679276e+02;-8.3953131103515625e+02;-8.3953026555680503e+02;-8.3953021240234375e+02;-8.3953024291992188e+02;-8.3700000000000000e+02;-8.3952886962890625e+02;-8.3953026555678957e+02;-8.3952832031250000e+02
6;207000000;-1.3687692376238638e+03;-1.3687701416015625e+03;-1.3687692376238649e+03;-1.3687692871093750e+03;-1.3687692260742188e+03;-1.3660000000000000e+03;-1.3687681884765625e+03;-1.3687692376238608e+03;-1.3687690429687500e+03
7;207000000;-9.6872445943124171e+02;-9.6872778320312500e+02;-9.6872445943124319e+02;-9.6872442626953125e+02;-9.6872444152832031e+02;-9.6700000000000000e+02;-9.6872753906250000e+02;-9.6872445943124592e+02;-9.6872338867187500e+02
8;207000000;-2.5185023665920039e+03;-2.5185031738281250e+03;-2.5185023665920021e+03;-2.5185021972656250e+03;-2.5185023193359375e+03;-2.5160000000000000e+03;-2.5184997558593750e+03;-2.5185023665920007e+03;-2.5185009765625000e+03
9;207000000;-2.2803842172910472e+03;-2.2803901367187500e+03;-2.2803842172910449e+03;-2.2803842773437500e+03;-2.2803841552734375e+03;-2.2760000000000000e+03;-2.2803811035156250e+03;-2.2803842172910618e+03;-2.2803833007812500e+03
0;209000000;3.6053790683748202e+03;3.6053818359375000e+03;3.6053790683748230e+03;3.6053791503906250e+03;3.6053790283203125e+03;3.6040000000000000e+03;3.6053808593750000e+03;3.6053790683748152e+03;3.6053818359375000e+03
1;209000000;2.5987003291913684e+03;2.5987014160156250e+03;2.5987003291913711e+03;2.5987004394531250e+03;2.5987003173828125e+03;2.5960000000000000e+03;2.5987001953125000e+03;2.5987003291913738e+03;2.5987006835937500e+03
2;209000000;6.2954973914840394e+01;6.2957099914550781e+01;6.2954973914833261e+01;6.2955062866210938e+01;6.2954975605010986e+01;6.4250000000000000e+01;6.2956130981445312e+01;6.2954973914843322e+01;6.2955566406250000e+01
3;209000000;-1.0504715589190475e+03;-1.0504722900390625e+03;-1.0504715589190521e+03;-1.0504715576171875e+03;-1.0504715270996094e+03;-1.0480000000000000e+03;-1.0504731445312500e+03;-1.0504715589190434e+03;-1.0504698486328125e+03
4;209000000;5.9351706977726359e+01;5.9350978851318359e+01;5.9351706977725541e+01;5.9351711273193359e+01;5.9351710796356201e+01;6.0656250000000000e+01;5.9350349426269531e+01;5.9351706977727417e+01;5.9351074218750000e+01
5;209000000;-1.1184537978694311e+03;-1.1184542236328125e+03;-1.1184537978694314e+03;-1.1184537353515625e+03;-1.1184537658691406e+03;-1.1160000000000000e+03;-1.1184547119140625e+03;-1.1184537978694327e+03;-1.1184533691406250e+03
6;209000000;-9.2958526258992208e+02;-9.2958746337890625e+02;-9.2958526258991901e+02;-9.2958526611328125e+02;-9.2958525085449219e+02;-9.2800000000000000e+02;-9.2958685302734375e+02;-9.2958526258991469e+02;-9.2958557128906250e+02
7;209000000;-1.7155180870369777e+03;-1.7155220947265625e+03;-1.7155180870369793e+03;-1.7155180664062500e+03;-1.7155180664062500e+03;-1.7120000000000000e+03;-1.7155203857421875e+03;-1.7155180870369727e+03;-1.7155153808593750e+03
8;209000000;-2.8478183031008348e+03;-2.8478154296875000e+03;-2.8478183031008284e+03;-2.8478183593750000e+03;-2.8478182373046875e+03;-2.8440000000000000e+03;-2.8478144531250000e+03;-2.8478183031008220e+03;-2.8478161621093750e+03
9;209000000;-2.6164833239557056e+03;-2.6164819335937500e+03;-2.6164833239557111e+03;-2.6164833984375000e+03;-2.6164832763671875e+03;-2.6120000000000000e+03;-2.6164792480468750e+03;-2.6164833239557279e+03;-2.6164809570312500e+03
0;211000000;3.3412817424405234e+03;3.3412805175781250e+03;3.3412817424405257e+03;3.3412817382812500e+03;3.3412816772460938e+03;3.3400000000000000e+03;3.3412829589843750e+03;3.3412817424405348e+03;3.3412836914062500e+03
1;211000000;2.8091830034443465e+03;2.8091804199218750e+03;2.8091830034443478e+03;2.8091831054687500e+03;2.8091829833984375e+03;2.8080000000000000e+03;2.8091828613281250e+03;2.8091830034443560e+03;2.8091845703125000e+03
2;211000000;7.7940024162530153e+02;7.7939746093750000e+02;7.7940024162530585e+02;7.7940032958984375e+02;7.7940023803710938e+02;7.8000000000000000e+02;7.7939849853515625e+02;7.7940024162531836e+02;7.7940148925781250e+02
3;211000000;-1.6788138714842555e+03;-1.6788112792968750e+03;-1.6788138714842576e+03;-1.6788138427734375e+03;-1.6788138427734375e+03;-1.6760000000000000e+03;-1.6788135986328125e+03;-1.6788138714842498e+03;-1.6788120117187500e+03
4;211000000;-2.4535030055445864e+02;-2.4535473632812500e+02;-2.4535030055446168e+02;-2.4535028076171875e+02;-2.4535029602050781e+02;-2.4387500000000000e+02;-2.4535037231445312e+02;-2.4535030055445532e+02;-2.4534997558593750e+02
5;211000000;-1.0406844297184111e+03;-1.0406840820312500e+03;-1.0406844297184232e+03;-1.0406844482421875e+03;-1.0406844177246094e+03;-1.0380000000000000e+03;-1.0406857910156250e+03;-1.0406844297184180e+03;-1.0406821289062500e+03
6;211000000;-1.3421516527938679e+03;-1.3421527099609375e+03;-1.3421516527938691e+03;-1.3421516113281250e+03;-1.3421516418457031e+03;-1.3400000000000000e+03;-1.3421501464843750e+03;-1.3421516527938643e+03;-1.3421524658203125e+03
