Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
243000000;0.0000000000000000e+00;1.3940825866660089e-06;1.0316986889589730e-15;3.2723438802632574e-08;1.7709621516770933e-08;1.8426335816792952e-03;1.1662681803957913e-06;2.4086116896431635e-15;7.2875597999046590e-07
245000000;0.0000000000000000e+00;1.8861827881338016e-06;3.1090917074413773e-15;3.4843098492382199e-08;2.2112142479115897e-08;1.3915106243481564e-03;2.0906848578801754e-06;2.1780128172268908e-15;5.7090033902539582e-07
247000000;0.0000000000000000e+00;2.0767548955472918e-06;8.8618879396143556e-16;2.6489238334452501e-08;1.5545326628940793e-08;9.2506123164815207e-04;1.4769461444984451e-06;3.5854347159396512e-15;6.0194426576281729e-07
249000000;0.0000000000000000e+00;9.3234261229851585e-07;1.8438583708730464e-15;2.1506537428241425e-08;1.8343979256687910e-08;1.2866711141351871e-03;9.5714294169260988e-07;4.8847466547433545e-15;5.5611955721081524e-07
251000000;0.0000000000000000e+00;1.2511577676071513e-06;1.7933697764350913e-15;2.5855577734991232e-08;2.6613970067518849e-08;2.4913665320159214e-03;1.5450057583080480e-06;2.9496440559539987e-15;5.0335656299666153e-07
253000000;0.0000000000000000e+00;1.2594272662829011e-06;7.3837966505264822e-16;3.1284354147742945e-08;2.1413189496605225e-08;6.0757535345619472e-04;1.5130248184433466e-06;1.2956390235835041e-15;5.2643722419272147e-07
255000000;0.0000000000000000e+00;9.6066340210141608e-07;2.0284836013893378e-15;3.2576610109433681e-08;2.0736607857886645e-08;6.8220379207161559e-04;1.1170413006576829e-06;5.1461086180821771e-15;7.4842547341231899e-07
257000000;0.0000000000000000e+00;1.0047077461760719e-06;1.2187265301238046e-15;1.9767959300839334e-08;1.8599697604519348e-08;2.1541670085986012e-03;7.6799086852320792e-07;5.2367937481793119e-15;5.8008753005465749e-07
259000000;0.0000000000000000e+00;7.0784427887606132e-07;7.1497156420520112e-16;2.2464700274705431e-08;2.3353000545151110e-08;1.2476315278717302e-03;1.2404596095513807e-06;3.1513119720210435e-15;3.6404126815976991e-07
261000000;0.0000000000000000e+00;1.0261342311429029e-06;5.5171579254394408e-16;2.2421447041696106e-08;1.9109394819744212e-08;1.9356199145746829e-03;1.1314174295312691e-06;1.7851812812559385e-15;5.7399490182895383e-07
263000000;0.0000000000000000e+00;7.3862697508055625e-07;1.4777119094316862e-15;1.4821577897769846e-08;1.3353257385794083e-08;6.6641461292514970e-04;4.4396914598232485e-07;2.2436876163992850e-15;6.9690489454172979e-07
265000000;0.0000000000000000e+00;5.6058748189949667e-07;9.4714121040337734e-16;2.2290912483720981e-08;2.3812958962670358e-08;7.1064788470857172e-04;7.3465291227516480e-07;3.2375261387105795e-15;7.0312299453259777e-07
267000000;0.0000000000000000e+00;6.2206572535889020e-07;1.2190356616523620e-15;2.0029100772016698e-08;2.0029100772016698e-08;1.5759135475209443e-03;1.0045659317507355e-06;2.2844677723943449e-15;7.1970178914258899e-07
269000000;0.0000000000000000e+00;1.0594298592553677e-06;1.4128108519792990e-15;1.0462762302113712e-08;1.4455947800653155e-08;1.1469584316917579e-03;7.6668963366734537e-07;2.4597823917052067e-15;6.8534894981923315e-07
271000000;0.0000000000000000e+00;4.8187057522424624e-07;9.4123022428640123e-16;2.8121617006244822e-08;2.0076054517765927e-08;1.2060897915675654e-03;7.6339821133641919e-07;2.4118652104820220e-15;6.0071777966412787e-07
273000000;0.0000000000000000e+00;4.3405663256827824e-07;1.2623304391274822e-15;1.6137668333577697e-08;1.7067208895400180e-08;9.0931162783550483e-04;1.0933080057708543e-06;2.0393379057913771e-15;8.0213169272874151e-07
275000000;0.0000000000000000e+00;7.7984880464129959e-07;9.1837561123405312e-16;1.8475334641248409e-08;1.8754423411112003e-08;1.5066146021631319e-03;9.4412869969450584e-07;2.2540944657262288e-15;9.4627405245348667e-07
277000000;0.0000000000000000e+00;1.2562005594540174e-06;7.5509498325269134e-16;2.0235010249306260e-08;2.1682254687047214e-08;9.4604935984158223e-04;4.8066457585284438e-07;1.5179909623704303e-15;7.1802951138432622e-07
279000000;0.0000000000000000e+00;1.3417104975050896e-06;1.1069197775092588e-15;1.9937142838458996e-08;1.7011734427781432e-08;6.0613577023418139e-04;1.3019653317854000e-06;3.1442982263931076e-15;7.8025331048544856e-07
281000000;0.0000000000000000e+00;8.9509456761653368e-07;1.1582107082041982e-15;2.0204228280123917e-08;1.8291975108433748e-08;6.5748791572911428e-04;1.1277821765567649e-06;2.6208454596012797e-15;9.1093748774729669e-07
283000000;0.0000000000000000e+00;6.5792252747913473e-07;6.6787627545082907e-16;2.4751128778206159e-08;2.3105427421517411e-08;1.7511353082809767e-03;7.4479493472781305e-07;1.4060991518164347e-15;8.4335656133273235e-07
285000000;0.0000000000000000e+00;5.0308975426850192e-07;9.8007092474447060e-16;2.0105870745048625e-08;1.7941975993434484e-08;1.0080548999838145e-03;7.8923101141867869e-07;2.2867357342427509e-15;1.0102173110034405e-06
287000000;0.0000000000000000e+00;1.0899302801410082e-06;1.9702493976800817e-15;2.8219966430295516e-08;1.1117529059305787e-08;2.3472826312284020e-03;8.8423441759489904e-07;1.7518523727470129e-15;8.2865233884457540e-07
289000000;0.0000000000000000e+00;2.1847149532749291e-06;1.3491359601360641e-15;1.4731426709227729e-08;1.0797111835831515e-08;9.0344245493169460e-04;1.8215259270721816e-06;1.9120719948364778e-15;8.3626928917412004e-07
291000000;0.0000000000000000e+00;9.3486211188986468e-07;8.1294965680659204e-16;2.6471637049541078e-08;1.7128178390467584e-08;1.8405250166513166e-03;6.9575051226173871e-07;3.9262434624556252e-15;9.8145610669532073e-07
293000000;0.0000000000000000e+00;1.0120427713397145e-06;8.2192661510449857e-16;2.5182237197572810e-08;2.2547744067844019e-08;1.4141813502856191e-03;1.1945486543515130e-06;2.9561394023232278e-15;9.6244188338697471e-07
295000000;0.0000000000000000e+00;5.1559363658275441e-07;5.9251842907352260e-16;2.5776808739952959e-08;1.8234031572858176e-08;1.9113650798036476e-03;6.7995730888191523e-07;2.6433771580809622e-15;9.9718122164905543e-07
297000000;0.0000000000000000e+00;1.3355563704072199e-06;8.6855298238168954e-16;2.2930079696151421e-08;2.0498396379742714e-08;1.3044340073533034e-03;9.9656805953972938e-07;8.9641141665659276e-16;1.1376032855539001e-06
299000000;0.0000000000000000e+00;9.9463348330576215e-07;1.3833710092620333e-15;2.5883799668728731e-08;1.7010457942734887e-08;1.4706339566027606e-03;1.6212250778785401e-06;3.2216435191919084e-15;1.1433246191809586e-06
301000000;0.0000000000000000e+00;8.7938576359367388e-07;9.8776398909957579e-16;2.3491708944324378e-08;1.4310786039079524e-08;1.2523569603937721e-03;1.0270707609952511e-06;1.6598851850638590e-15;9.3710311197685075e-07
303000000;0.0000000000000000e+00;4.5477407063982802e-07;9.2729770967340283e-16;1.4250781551023542e-08;1.4250781551023542e-08;1.3605108954476246e-03;4.0883046750794431e-07;2.9924141569548810e-15;1.0688319139815514e-06
305000000;0.0000000000000000e+00;1.0133518966432647e-06;1.3633898458950296e-15;2.5381174480926593e-08;2.0699050345082912e-08;1.1409233858771552e-03;4.6408065360601332e-07;1.7469210308527261e-15;1.0975406814716116e-06
307000000;0.0000000000000000e+00;1.2981829522278812e-06;1.0548593578525988e-15;2.2222153881279711e-08;1.2145923278265203e-08;1.3234330347864827e-03;1.4918969482663338e-06;1.3039202434482034e-15;1.0364028974131996e-06
309000000;0.0000000000000000e+00;1.3875919512742474e-06;9.2379883132090278e-16;1.6010075890936633e-08;1.5063682972665876e-08;1.4659100927672040e-03;1.1808979546415336e-06;2.9979646074487925e-15;1.1896045390680024e-06
311000000;0.0000000000000000e+00;1.2163632635607453e-06;2.1336777533776444e-15;2.6792785918661582e-08;1.3945788108263906e-08;1.3130594091547575e-03;1.0610640411734332e-06;2.6197005381396177e-15;1.1162314378585636e-06
313000000;0.0000000000000000e+00;1.0927874432373338e-06;1.3559066086234610e-15;1.3939618568437033e-08;1.9291308078328852e-08;1.0958056473817533e-03;9.4587795523151093e-07;1.8946017046116684e-15;1.0989489602921901e-06
315000000;0.0000000000000000e+00;9.3797192298840757e-07;2.3686953047319968e-15;2.8201089344060211e-08;2.5930824377618533e-08;1.4674500942687282e-03;1.3184632715303748e-06;1.5712489084216596e-15;1.1036199604453338e-06
317000000;0.0000000000000000e+00;5.8157724993478961e-07;1.2012872242377846e-15;1.0976345613928110e-08;9.1801057751990382e-09;1.1805807874953975e-03;9.2232251326456436e-07;2.0019936678594190e-15;9.3419751023261913e-07
319000000;0.0000000000000000e+00;8.3557145172322604e-07;1.0881652946657809e-15;3.7828218250767700e-08;1.5686027213052527e-08;1.0914738397386661e-03;6.7323356466395902e-07;2.2012140456730157e-15;1.1092795478675300e-06
321000000;0.0000000000000000e+00;1.1973627854094834e-06;8.1155312810939601e-16;3.8620401384741327e-08;2.5611035145812617e-08;1.0730310283509651e-03;1.6699044397681865e-06;1.1604132533719310e-15;1.1071252334470182e-06
323000000;0.0000000000000000e+00;2.2204940733025146e-06;2.0487466125261723e-15;3.2494835080873367e-08;1.7348014576200828e-08;1.1441841426326248e-03;9.9286100432370576e-07;1.6258093910197128e-15;1.0479341707532400e-06
325000000;0.0000000000000000e+00;7.1923225877800225e-07;2.1456770197465590e-15;4.7014347462888280e-08;1.5736176442917418e-08;6.6075030317323791e-04;9.8820062059007941e-07;2.9216250808838526e-15;7.9778609562688514e-07
327000000;0.0000000000000000e+00;1.7501210051945913e-06;1.3411441280052542e-15;4.3928186170426868e-08;1.3604789605136524e-08;1.0160599995285226e-03;7.1063621405990989e-07;3.7573323362728644e-15;8.2283163444803613e-07
329000000;0.0000000000000000e+00;1.1885414798036343e-06;2.4660761873597835e-15;6.1323475627906267e-08;1.8433931503482749e-08;8.1240989688664291e-04;5.7263809255618146e-07;2.2766440049498994e-15;6.8907006136980783e-07
331000000;0.0000000000000000e+00;1.3665710990310557e-06;2.1483069751512264e-15;3.7400797707942987e-08;1.0197518293966154e-08;9.5774953758688422e-04;1.5228197398398202e-06;3.9669193197998308e-15;9.5516526527624653e-07
333000000;0.0000000000000000e+00;8.3612681772986691e-07;3.6515445089015492e-15;3.3293725832095927e-08;1.5471129184040643e-08;9.8585059675730300e-04;9.3258205622091879e-07;3.5253134494465496e-15;8.1179240915542419e-07
335000000;0.0000000000000000e+00;1.2112227661307562e-06;9.3046391548308878e-16;3.0222192687851474e-08;1.6033379544068258e-08;7.9272812947893271e-04;1.1837675739940090e-06;2.3924290585425403e-15;1.0813481364102145e-06
337000000;0.0000000000000000e+00;6.9097567094404519e-07;8.1742464306505390e-16;2.4405096260780325e-08;1.6626377904121211e-08;6.8329998302801560e-04;9.9070690624089126e-07;3.6556644134024493e-15;1.1545131934804574e-06
339000000;0.0000000000000000e+00;6.6037705245074894e-07;1.9650245944989523e-15;2.8288346799293554e-08;1.3664329901550363e-08;7.0113390779553606e-04;5.8166698103789154e-07;3.5003628664806787e-15;1.2466338385109279e-06
341000000;0.0000000000000000e+00;1.2838198978586320e-06;9.0250495565836563e-16;4.2286884143089967e-08;9.3076344840832292e-09;7.0443335602147854e-04;1.4346903500572132e-06;3.6950490876169760e-15;8.6775659487538088e-07
343000000;0.0000000000000000e+00;1.8593241393946425e-06;1.9595679046756874e-15;2.9937952425175445e-08;1.5722681289079387e-08;3.7326066663276254e-04;1.9286715916345198e-06;3.7829802634056511e-15;9.3544251521036141e-07
345000000;0.0000000000000000e+00;1.0985154498897950e-06;1.8172761974522977e-15;4.4322572324446020e-08;1.5232923179965312e-08;7.1702691057770574e-04;1.1393694297834597e-06;2.9345653683293866e-15;1.1056562243934505e-06
347000000;0.0000000000000000e+00;9.0016458254210864e-07;1.3699184496673368e-15;4.5374889575433039e-08;1.3524284057342068e-08;6.4139104046067881e-04;1.4344953451843816e-06;2.9021683451152615e-15;1.3228470459804590e-06
349000000;0.0000000000000000e+00;1.1376665888296925e-06;1.4241335228880433e-15;4.9148056552266669e-08;9.3172632579995102e-09;9.6626463503711739e-04;1.2425516437605867e-06;3.5085943488106822e-15;1.2188550688907796e-06
351000000;0.0000000000000000e+00;2.0553749450856646e-06;3.2075093453339809e-15;5.4023508579440611e-08;1.5005566570249473e-08;7.5179631381579355e-04;2.1917219172874748e-06;5.3845734484479643e-15;1.3743073397698841e-06
353000000;0.0000000000000000e+00;1.5805513199407343e-06;1.1680311805924680e-15;1.5260469050479163e-08;1.4812108854100685e-08;9.6592088070000023e-04;2.5077859082970871e-06;3.4752683686474621e-15;1.4560297722305892e-06
355000000;0.0000000000000000e+00;2.6169548551760947e-06;2.3044496543638924e-15;1.9241364575541507e-08;8.6570756103285232e-09;1.0831232483280377e-03;2.5707611295998437e-06;3.5157777701459559e-15;1.8694302326131000e-06
357000000;0.0000000000000000e+00;1.4096414008232816e-06;3.6267552083716837e-15;3.0452990793141884e-08;1.1023289740770927e-08;6.3226926479144287e-04;1.5129176783105677e-06;4.7591471700871034e-15;1.4413667289897016e-06
359000000;0.0000000000000000e+00;2.1309721579451661e-06;2.2923887789099697e-15;6.7996125293203948e-08;1.6320558915083550e-08;7.3418168536244842e-04;2.3918698876564696e-06;3.3712933546395874e-15;1.7473328227372376e-06
361000000;0.0000000000000000e+00;1.6650559631625181e-06;4.7046801788854671e-15;6.8232332253676638e-08;8.9315524702585505e-09;8.6743657737641368e-04;1.9786663273884855e-06;6.1268175958951907e-15;1.8758591132313640e-06
363000000;0.0000000000000000e+00;1.5373414580098247e-06;4.0998891244294498e-15;7.9367626653074492e-08;1.3966568048680975e-08;7.4706258082488336e-04;2.1238980916727831e-06;1.0077749908371112e-14;2.5433693540276875e-06
365000000;0.0000000000000000e+00;2.2226921118609355e-06;5.1595525211997883e-15;9.8456095816321192e-08;1.5013390918526590e-08;4.3892414934884301e-04;1.5688106321886331e-06;5.2546735844886888e-15;2.4467583029477212e-06
367000000;0.0000000000000000e+00;1.3520756935649819e-06;5.6805756246614025e-15;1.0043953167241225e-07;1.6506689698427409e-08;5.6778715883306849e-04;1.4423377456751130e-06;1.1528197580843654e-14;3.8205586344729781e-06
369000000;0.0000000000000000e+00;2.8279546886041325e-06;4.8876112212041279e-15;1.3380138067751521e-07;1.8161583778341689e-08;6.3159771862373649e-04;5.2487914201756063e-06;1.5518608578429789e-14;4.6400437567162777e-06
371000000;0.0000000000000000e+00;2.2690123591556460e-06;7.5196568088039269e-15;1.5196644838910754e-07;1.6543989749151003e-08;6.0240146172752971e-04;2.9052544971570073e-06;1.1877416379634141e-14;4.8444676670667857e-06
373000000;0.0000000000000000e+00;1.7646502257251709e-06;8.6076334368021149e-15;1.7017731386731250e-07;1.4125658301299695e-08;5.7719570187650371e-04;4.6248686199252481e-06;9.0744275501938727e-15;6.6043169875825447e-06
375000000;0.0000000000000000e+00;4.4344427080321413e-06;5.7867824820201104e-15;2.2722627944251876e-07;1.8463054442071619e-08;7.2887581008080314e-04;5.2714393248707202e-06;1.9834594005254974e-14;7.0605712703397923e-06
377000000;0.0000000000000000e+00;1.0643298493666744e-05;2.0829243800362010e-14;5.4170126687769276e-07;1.4282696315226281e-08;2.5772223838034809e-03;1.3014820803184385e-05;2.8039465436046268e-14;9.6538848738457841e-06
379000000;0.0000000000000000e+00;6.4992770881781747e-06;9.8531141315226480e-15;2.8630984077671929e-07;1.1258280074529793e-08;1.6858056806491992e-03;6.2344817899532527e-06;2.0190509890393905e-14;4.1802312738011835e-06
381000000;0.0000000000000000e+00;5.8799685064414197e-06;1.3421930669626327e-14;3.6452265475067975e-07;1.7309169832632719e-08;2.1958347651633760e-03;4.0609397080291455e-06;2.4559463106912249e-14;7.9175535968170328e-06
383000000;0.0000000000000000e+00;1.4866201304330600e-06;3.9097662163252961e-15;3.1173361814473003e-07;2.1512398112064086e-08;1.6875279313782667e-03;2.7140124480526507e-06;1.4720271387939435e-14;7.3193063679720841e-06
385000000;0.0000000000000000e+00;5.0799680150120154e-06;1.1013804435349531e-14;2.5243520220356755e-07;1.4504592866748664e-08;1.3480524898295881e-03;4.2000681308282602e-06;1.3815915076896184e-14;6.7751837186984714e-06
387000000;0.0000000000000000e+00;8.5641389648758373e-06;8.1256899265801433e-15;2.4080075342407220e-07;1.9224979993002266e-08;1.9733568325091678e-03;7.9828791953865709e-06;8.1492297778807995e-15;6.1658022281698567e-06
389000000;0.0000000000000000e+00;4.6870264986317667e-06;6.0813908494868253e-15;1.8004104345585300e-07;1.3386973583327322e-08;1.9596331182979267e-03;2.6717460509584137e-06;1.1425140352206694e-14;3.7125180176952879e-06
391000000;0.0000000000000000e+00;4.5255655032264994e-06;7.0707505512143061e-15;2.4178883022246779e-07;2.1798967364979716e-08;1.8101474738569476e-03;6.9361240363515304e-06;1.2277729164427955e-14;4.4870840397457617e-06
393000000;0.0000000000000000e+00;3.7211539375505724e-06;4.8532342027088673e-15;1.7877514800337521e-07;1.8259219569168651e-08;1.2124951070786618e-03;2.1880824739425797e-06;5.7579995130506870e-15;2.3314852848483560e-06
395000000;0.0000000000000000e+00;1.5536277787899861e-06;3.5637332622192001e-15;1.4353489678521226e-07;1.9716058552319604e-08;1.6045574426372818e-03;1.6929530081071123e-06;7.0004212452205017e-15;2.4243518165630280e-06
397000000;0.0000000000000000e+00;1.3006653885328317e-06;3.2149845804379148e-15;1.2853484888540720e-07;1.1300195700910765e-08;1.1125845031664725e-03;3.2115209203335761e-06;7.3282383179597190e-15;2.2595453753969773e-06
399000000;0.0000000000000000e+00;1.2181453306933771e-06;1.2664111777857674e-15;8.8402496975344012e-08;1.8065437677984981e-08;1.3428625405066080e-03;9.2775140906905559e-07;6.8230965589803868e-15;2.2689000447755427e-06
401000000;0.0000000000000000e+00;8.1716072783788153e-07;2.1469028973636558e-15;7.3662265211614476e-08;2.1028336969746478e-08;9.1813470275983657e-04;1.1292016848730092e-06;7.5722031873240092e-15;2.3914230700674485e-06
403000000;0.0000000000000000e+00;8.9203224624288243e-07;2.3569657082903981e-15;9.3728145746080477e-08;2.1143042802483461e-08;1.4361868653104935e-03;1.6450410259663856e-06;4.3088858304058086e-15;1.6899128980593026e-06
405000000;0.0000000000000000e+00;1.4270488114976501e-06;5.9845689268558390e-16;8.9049581485254702e-08;2.0800670442236209e-08;1.1440761421430820e-03;2.5003600871651803e-06;5.2412709726176344e-15;1.3422012812986498e-06
407000000;0.0000000000000000e+00;2.0640796161190556e-06;2.9255201786211483e-15;9.8268570151962072e-08;1.8138098089459654e-08;1.1821547898990933e-03;1.8997681372010614e-06;4.2114165824416010e-15;1.8746147993190036e-06
409000000;0.0000000000000000e+00;3.3108061922111409e-06;2.9844076269527932e-15;9.1656766954846566e-08;1.8912773755684662e-08;1.2417978439455463e-03;2.7292479115366156e-06;4.9238680906678666e-15;2.2061542762224324e-06
411000000;0.0000000000000000e+00;1.4586685469473525e-06;1.7888801327519113e-15;6.9004592768397033e-08;1.0214633615860392e-08;8.8853702409809202e-04;1.5578095366528608e-06;4.6706103746877786e-15;1.9214458682499809e-06
413000000;0.0000000000000000e+00;1.2421058131634731e-06;4.9146555803730824e-15;6.9540168090008500e-08;2.1777650220562422e-08;1.2206515695848664e-03;3.6077769229626406e-06;7.3959500856951109e-15;2.2694197451060280e-06
